Innsendt,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Prosjektets fra-år,Prosjektets til-år,Vedtaksdato,Populærvitenskapelig sammendrag
8/30/2019,306475,MOWI ASA,Particle removal efficiency in RAS,964118191,ukjent,BERGEN,BERGEN,NEI,JA,2019,2020,11/29/2019,
8/30/2019,306476,ARGUS REMOTE SYSTEMS AS,ROV Propulsion,940229294,ukjent,BERGEN,LAKSEVÅG,JA,NEI,2019,2019,10/28/2019,"Idag benytter vi AC motorer somr fremdrift av våre  ROVer. AC motorene er mer enn dobbel vekt i fohold til en DC
motor. Når vi har utviklet DC motor såmodeller vil det gi oss gevinst både angående vekt, energi behov og innkjøp.
Vi benytter mindre flytestoff og dette gir oss den nevnte gevinsten.
Disse faktorene gir oss også et mer miljøvennlig produkt og vi blir også mer konkurranse dyktig."
8/30/2019,306477,DEVOLAB AS,Triple,988672351,ukjent,LARVIK,STAVERN,NEI,NEI,2019,2021,,
8/30/2019,306478,QONDOR AS,"Økt fokus på bærekraft i kjøp og salg av gruppereiser, konferanser og events.",982685478,Trøndelag,TRONDHEIM,TRONDHEIM,JA,NEI,2019,2021,11/18/2019,"Qondor bidrar til mer bærekraftige gruppereiser, konferanser og events!

Qondor utvikler en modul til deres salgsplattform med bærekraftsindikator, nå blir det enklere å velge bærekraftig! Du tenker kanskje ikke så mye over at den rå tunfisken du spiste i Madrid ikke er kortreist mat? Stilt ovenfor valgt om å velge langreist tunfisk eller kortreist skinke, så blir man tvunget til å ta stilling over bærekraften i valget du tar. For gruppereiser, konferanser og events så er det svært mange slike valg som må tas: Alt fra destinasjon og reisemåte, opphold, mat, drikke og aktiviteter. Ved å få opplyst grad av bærekraft på de ulike alternativene tror vi at man i langt flere situasjoner vil velge det mest bærekraftige alternativet. Og når man skalerer dette opp til millioner av mennesker og milliarder av kroner som Qondor sine kunder står for idag, vil dette prosjektet gjøre en stor forskjell og bidra til at verden når FN sine bærekraftsmål!"
8/30/2019,306479,HAMAR MEDIA AS,Newsroom - Hamar Media AS,912300692,ukjent,HAMAR,HAMAR,NEI,JA,2019,2019,12/20/2019,
8/30/2019,306480,MOWI FEED AS,Novel Raw Material Evaluation,911610744,ukjent,BERGEN,BERGEN,NEI,JA,2019,2020,11/25/2019,
8/30/2019,306481,BYGGMESTERAN AS,Prosjektgjennomføringssystem,986798676,Trøndelag,VERDAL,VERDAL,NEI,JA,2019,2021,,
8/30/2019,306482,HE-PLAN AS,Pumpecontainer,929946774,Trøndelag,NAMSOS,NAMSOS,NEI,JA,2019,2020,,
8/30/2019,306483,GLOBAL FORUMS AS,Digital møteplass - utvikling av webapp og senere mobil app,998322499,ukjent,RINGSAKER,ÅSMARKA,JA,NEI,2019,2020,12/5/2019,"Det grønne skiftet og den digitale tidsalderne krever nye digitale møterplasser. Med dette prosjektet utvikler vi en webapp som setter deltakernes relasjonelle behov i sentrum, og likestiller disse med informasjonsbehovene en typisk deltaker på kurs/konferanser/messer har. Webappen vil ivareta deltakernes sosiale medie identiteter både før, under og etter arrangementet og gjør det enkelt å bygge nettverk både på webappen, men også på andre sentrale sosiale medier.
Vi utvikler enkle brukergrensesnitt for alle brukerne av et arrangement."
8/30/2019,306484,MEDCO BEDRIFTSHELSETJENESTE AS,Nytt beslutningsstøtte-verktøy for HMS-arbeid,957423426,Rogaland,SOLA,TANANGER,JA,NEI,2019,2021,10/24/2019,"Bedriftshelsetjenesten er for store deler av Norges befolkning en
førstelinjetjeneste som bidrar til å opprettholde god helse og velvære i arbeidslivet.
De siste årene har man samlet data på brukerne og pasientene av BHT`er på
en mer strukturert og anvendbar måte. Det har ført til muligheter for å følge
opp pasientene på en bedre og mer helhetlig måte. Disse dataene blir i dag
ikke brukt til noe ut over individuelt nivå for oppfølging og tilrettelegging av den enkeltes
arbeidshelse. 

Å avdekke potensialet med disse store datamengdene, ved at de anonymiseres og systematiseres, er svært interessant. Spesielt med tanke på at dette kan benyttes til prediksjon og pro-aktivt helsearbeid, dvs. forebyggende og helsefremmende.

Prosjektet skal avdekke områder dette er mest egnet på og hvordan dette kan gjøres på en effektiv,
trygg og verdinyttig måte. 

Prosjektet skal også testes ut på utvalgte bransjer, samt se på hvordan dette kan tilgjengeliggjøres for BHT`er i Medco sitt nettverk."
8/30/2019,306485,COMPLIANCEDB AS,ComplianceDB,922560242,Oslo,OSLO,OSLO,JA,NEI,2019,2020,11/19/2019,Målet med prosjektet er å utvikle en ny løsning for compliance.
8/30/2019,306486,LANDAX AS,Utvikling av kompleks database med digitale ressurser,956513200,ukjent,HAMAR,HAMAR,JA,NEI,2019,2021,11/18/2019,"Dette prosjektet tar for seg utviklingen av en kompleks database for digitale ressurser som underlag for interaksjonsteknikk, interaksjonsdesign og rapportering i styringssystem for ledelse av kvalitet innen hhv. HMS, prosjekt, risiko, mattrygghet (HACCP), FDV og revisjon"
8/30/2019,306487,AKER BIOMARINE ANTARCTIC AS,Documentation of health effects of krill-based products in aquaculture and pets II,988354139,ukjent,BÆRUM,LYSAKER,JA,NEI,2019,2020,11/7/2019,"The animal and aquaculture feed ingredient space rely heavily on scientific documentation in order to formulate optimal diet compositions, and it is therefore essential that the health- and growth- promoting effects of our krill-based products are demonstrated in a scientifically rigorous fashion. The overall aim of this project is therefore to perform experimental studies to investigate and document effects of krill meal- based diets in a a range of different marine and animal species."
8/30/2019,306488,PATIENTSKY AS,Reisen til skyen; neste-generasjons PAS- og journalsystem,813672782,Oslo,OSLO,OSLO,JA,NEI,2019,2019,11/19/2019,Prosjektet bygger videre på- og tar utgangspunkt i tidligere fullført arbeid. Hvilket gikk på utviklingen av vårt skybaserte EPJ. Dette prosjektet skal ta det som nå er et piloteringsklart skybasert EPJ til det stadiet hvor det kommersielt breddes og driftes.
8/30/2019,306489,EUFORUM AS,T-App 2.0,994586688,ukjent,BÆRUM,LYSAKER,JA,NEI,2019,2021,12/20/2019,"Det overordnede målet og bakgrunnen for prosjektet er å sikre at Telenor Arena også i fremtiden innehar Europas beste, mest brukervennlige og fleksible applikasjon rettet mot besøkende i flerbruksarena."
8/30/2019,306490,BAKKEN & BÆCK AS,ChessVision,997201280,ukjent,OSLO,OSLO,NEI,JA,2019,2019,10/24/2019,
8/30/2019,306491,VVS NORGE AS,Utvikling av nytt datavarehus innen VVS-bransjen,977049792,Oslo,OSLO,OSLO,JA,NEI,2019,2021,12/20/2019,Vi skal utvikle et nytt datavarehus for VVS-bransjen.
8/30/2019,306492,TANA BIORESONANS Ann Karin Porsanger,Ann Karing Porsanger-Bærekraftig økologisk lokalprodusert tilleggsfôr til reinsdyr,990311218,ukjent,TANA,TANA,NEI,JA,2019,2020,10/21/2019,
8/30/2019,306493,SARA PER ALF,Per Alf Sara-Bærekraftig økologisk lokalprodusert tilleggsfôr til reinsdyr,969345684,ukjent,PORSANGER,LAKSELV,NEI,JA,2019,2020,10/21/2019,
8/30/2019,306494,NATIONAL OILWELL VARCO NORWAY AS,Analyse av ytelse på boredekk ifm rørhåndteringsoperasjoner,936738540,ukjent,KRISTIANSAND,KRISTIANSAND S,JA,NEI,2019,2020,,"I dette prosjektet vil det utvikles et system som gir operatører og rigg ledelse umiddelbar tilgang til informasjon vedrørende den operasjonelle ytelsen av drilling utstyret på en borerigg. Systemet vil analysere utstyr- og operatørhandlinger og identifisere ytelsesforbedringer/ytelsesdegraderinger. Dette gir verdifull innsikt til boreriggens og operatørenes operasjonelle innsats og status. Med støtte i pålitelig data vil man i større grad enn tidligere kunne ta riktige beslutninger i retning av optimal drift. 

Systemet vil innhente informasjon fra de ulike måleenhetene, og informasjonen og analysen av denne datasamlingen vil presenteres visuelt på et lett tilgjengelig medium (nettbrett/PC). 

Eksempler på parametere som måles vil være tid brukt på ulike operasjoner, data og signaler brukt for å forstå hvorfor ulike operasjoner tar den tiden det tar, indikatorer fra regel-basert analyse og operasjonelle tegn brukt for å forbedre ytelsen av utstyr og operasjoner."
8/30/2019,306495,HEIMDALL POWER AS,Heimdall Power Neurons,916531710,ukjent,STAVANGER,STAVANGER,JA,NEI,2019,2020,10/18/2019,"Heimdall Power Neurons skal utvikle overvåkingsløsning for høyspentlinjer som detekterer og lokaliserer feil, utnytter linjens kapasitet bedre og kan forutsi feil under utvikling."
8/30/2019,306496,TRONRUD ENGINEERING AS,Resirkulering av Li-Batteri,852671432,ukjent,RINGERIKE,HØNEFOSS,NEI,JA,2019,2022,,
8/30/2019,306497,SAFELINK AHC AS,Safelink Aktiv Hivkompensator,917768099,ukjent,SKIEN,SKIEN,JA,NEI,2019,2020,11/18/2019,"Med bakgrunn fra Safelink AS' sin allerede anerkjente teknologi utvikler Safelink AHC en krankrok basert aktiv hiv kompensator som vil tilføre markedet en teknisk nyvinning som bransjen har etterspurt lenge.  

Teknologien som ligger til grunn for Safelink AHC sitt produkt og forretningsmodell bygger på de mest avanserte ""Passive Hiv Kompensatorene"", der sensorer, elektronikk og software gir optimal funksjonalitet innenfor rammene av hva en mekanisk passiv hiv kompensatorer kan bølgekompensere.  

Safelink AHC's aktive hiv kompensator, har et aktivt element som gjør at enheten fungerer optimalt, også der et passivt system ikke vil fungere. Det aktive elementet består av en motor/pumpe, MRU, elektronikk/sensorer, computer og software, der strømkilden er batterier som er spesialtilpasset formålet. 

Det er et stort kommersielt potensial for produktet, bla i offshore vindprosjekter."
8/30/2019,306498,KONGSBERG MARITIME AS,Automatisk restart,979750730,ukjent,KONGSBERG,KONGSBERG,JA,NEI,2019,2020,12/3/2019,"Kontroll og styringssystemer for offshore sektoren, både skipsautomasjon og automasjonssystemer for olje og gass installasjoner, forventes å ha en levetid på flere tiår fra de blir levert. Ofte er det også begrensede muligheter for å bytte ut moduler og delprodukter. 
Modulene i slike systemer er ofte designet for å kunne godkjennes for bruk i safety anvendelser. Dette betyr at det bygges inn mekanismer og interne tester som sjekker om enheten fungerer som forventet. Dersom testen slår til og indikerer at produktet ikke fungerer etter forventningene, vil enheten og evt hele systemet gå i en veldefinert sikker tilstand for å sikre liv, helse og verdier. At dette skjer er i henhold til produktets spesifikasjon og er med på å gjøre systemet trygt. Dersom systemet ofte går i sin sikre tilstand, vil dette gå utover oppetiden for installasjonen og kunne gi økonomiske konsekvenser for eieren, men ivaretar fortsatt sikkerheten for det installerte systemet.
Systemer designet for safety utvikles ihht gjeldende safety prinsipper, gjennomgår omfattende testing og sertifiseres av eksterne organisasjoner. Implementasjonsfeil vil vanligvis fanges opp og rettes gjennom den omfattende testingen, mens hendelser som skyldes ytre påvirking (f.eks stråling) og elde vil håndteres av de innebygde mekanismene.
I dette prosjektet implementerer vi en mekanisme for kontrollert og automatisk å bringe modulene ut av sin definerte sikre tilstand og tilbake i normal drift."
8/30/2019,306499,ARCTIC FEED INGREDIENTS AS,Mikroingredienser i fiskefôr for lindring av betennelse i tarm hos oppdrettslaks,913170539,Nordland,BRØNNØY,BRØNNØYSUND,NEI,NEI,2019,2021,,
8/30/2019,306500,SIRIUS AS,"Multi-Carrier, Omni Decision Support System",961421918,Oslo,OSLO,OSLO,JA,NEI,2019,2020,12/4/2019,"The goal for the Multi-Carrier, Omni Decision Support System project is to develop a new real-time rule-based decision support system for last-mile deliveries."
8/30/2019,306501,PORSANGER NILS ROALD,Nils Roald Porsanger-Bærekraftig økologisk lokalprodusert tilleggsfôr til reinsdyr,969299895,ukjent,TANA,TANA,NEI,JA,2019,2020,10/21/2019,
8/30/2019,306502,MOWI ASA,Lighting conditions in FW sites,964118191,ukjent,BERGEN,BERGEN,JA,NEI,2019,2020,12/2/2019,"Prosjektet går ut på å undersøke lyskvalitet i 10 settefisk anlegg med ulike teknologi og geometri med tanke på å finne hvilken konfigurasjon som skal inngå i fremtidige funksjonsbeskrivelser og interne anbefalinger,"
8/30/2019,306503,SEAGULL AS,Ny tilnærming til opplæring av sjøfolk,991407340,ukjent,HORTEN,HORTEN,NEI,JA,2019,2022,11/14/2019,
8/30/2019,306504,VISOLIT NORWAY 16 AS,Utviklingsplattform som skytjeneste fullføring,990591016,Oslo,OSLO,OSLO,JA,NEI,2019,2020,11/19/2019,Vi skal utvikle utviklingsplattform levert som en skytjeneste.
8/30/2019,306505,ENONIC AS,Enonic Experience Cloud,976786270,Oslo,OSLO,OSLO,NEI,NEI,2019,2022,,
8/30/2019,306506,LEAN COMMUNICATIONS AS,Simulator for norsk bygg- og anleggsbransje Fase 2,994416138,Oslo,OSLO,OSLO,JA,NEI,2019,2021,11/27/2019,"Fase 2 i utviklingen av  en simulator for norsk bygg- og anleggsbransje for å ta ut økt lønnsomhet, kvalitet og produktivitet i næringen, ved å kombinere en fysisk byggsimulator som simulerer logistikk- og produksjonsprosesser på byggeplasser, med programvare som integrerer den fysiske simulasjonen med komplette VDC (Virtual Design and Construction) systemer, dvs. BIM (Building information Modeling, eller 3D-modellering), 4D (tids-modellering) og 5D (kost-modellering). 

Med utgangspunkt i et nedskalert fysisk bygningsmodell som kan settes sammen nærmest som en lego modell simuleres et reellt byggprosjekt svært realistisk og hands-on. Prosessen replikeres i VDC og BIM på digitale flater og i AR og VR."
8/30/2019,306507,ELEKTROTEMA AGDER AS,Nye metoder for feste av kabler,981451775,ukjent,KRISTIANSAND,KRISTIANSAND S,JA,NEI,2019,2021,11/7/2019,Dette prosjektet har som mål og utvikle teknologi som gjør det mulig og feste k-rør og kabler på en ny og effektiv måte.
8/30/2019,306508,MARITECH SYSTEMS AS,Skyløsning for handel og logistikk av sjømat,997929217,Møre og Romsdal,AVERØY,AVERØY,NEI,JA,2019,2021,12/5/2019,
8/30/2019,306509,FLEXIT AS,Nordic serie - utvikling av nye ventilasjons-aggregater for bruk i boliger,926398806,ukjent,MARKER,ØRJE,NEI,JA,2019,2022,11/7/2019,
8/30/2019,306510,ARKA AS,Elektrifisering av mobilkraner,915303935,ukjent,OS (HORDALAND),OS,JA,NEI,2019,2019,,Arka AS utvikler en banegrytende løsning for elektrifisering av byggeplasser som vil gi betydelige reduskjoner i utslipp av CO2 og Nox.
8/30/2019,306511,ULMATEC HANDLING SYSTEMS AS,"Handteringsløsning for mindre operasjonbåter for Cruise, Yacht og Ekspedisjon",986729860,Møre og Romsdal,HAREID,HAREID,NEI,JA,2019,2020,11/14/2019,
8/30/2019,306512,TOCIRCLE POWER SYSTEMS AS,Bullet Drum Compressor,995518325,Oslo,OSLO,OSLO,JA,NEI,2019,2020,11/7/2019,"Tocircle Power Systems AS vil med prosjektet Bullet Drum Compressor (BDC) utvikle og bygge verdens første roterende stempelkompressor uten bruk av veivaksel. Maskinen slik den nå er designet består av 16 stk. stempler fordelt parvis rundt en akse. Denne aksen står igjen noe eksentrisk forskjøvet fra drivaksen i maskinen. Ved omdreining av drivaksen vil sentrifugalkreftene trekke stemplene ut, samtidig som disse blir tvangsstyrt av sin egen eksentriske akse. Resultatet av dette er at stemplene vil gå ut og inn som en vanlig stempelmotor, uten bruk av veivaksel.
Fordelen med maskinen er at den vil være forholdsvis enkel å bygge, samtidig som den blir svært robust. Den vil tåle flerfase i komprimeringen og høyt trykk/temperatur, noe som vil gjøre den til en enestående kompressor spesielt i temperaturområdene 100 C. til 200 C."
8/30/2019,306513,INDRE SALTEN ENERGI AS,Energiforvaltning i nullutslippsnabolag,914280060,Nordland,FAUSKE,FAUSKE,JA,NEI,2019,2021,11/8/2019,Prosjektet har som mål å utvikle et system for energiforvaltning som muliggjør etablering av nullutslippsnabolag.
8/30/2019,306514,DOMOS AS,Wi-Fi optimisation for application outcome,912198332,Oslo,OSLO,OSLO,JA,NEI,2019,2020,11/19/2019,Prosjektet utvikler en løsning som benytter maskinlæring for sanntids optimalisering av Wi-Fi nettverk. Løsningen implementeres på Wi-Fi rutere ved hjelp av containere og sørger for optimal utnyttelse av kapasitet på et Wi-Fi nettverk.
8/30/2019,306515,SPILLFREE ANALYTICS AS,Videreutvikling av programvare,916953437,Trøndelag,TRONDHEIM,TRONDHEIM,JA,NEI,2019,2019,11/14/2019,"Prosjektet dreier seg om effektivisering og videreutvikling av våre programvarer og tjenester for biologisk optimalisering av Havbruksnæringen. Prosjektet tar sikte på forbedring av en eksisterende fremgangsmåte for vurdering av fôringsprestasjon hos matfiskoppdrettere. Fremgangsmåten forbedrer måten fôring utføres på. Forbedring av fôringsprestasjon betyr historisk mest for oppdretterenes evne til å skape et godt driftsresultat, det vil også ha en positiv effekt på miljøet ved mindre fôrspill og mindre utslipp fra fisken."
8/30/2019,306517,FORESTIA  AS,Utvikling av brannhemmende sponplater,981393961,ukjent,VÅLER,BRASKEREIDFOSS,JA,NEI,2019,2021,11/14/2019,"Utvikle og produsere en brannhemmende sponplate for vegg og himling, som tilfredsstiller Byggeforskriftens brannklasse B-s1,d0."
8/30/2019,306520,WILSGÅRD FISKEOPPDRETT AS,Co2 nøytral matproduksjon i sjø,933591530,ukjent,TORSKEN,TORSKEN,NEI,JA,2019,2022,11/7/2019,
8/30/2019,306521,TRIO FOOD PROCESSING MACHINERY AS,Forlengelse - Fiskeprosesseringsmaskin,977243394,Rogaland,STAVANGER,STAVANGER,JA,NEI,2019,2020,11/8/2019,Det skal utvikles en prosesseringsmaskin for ulike typer bløtvev.
8/30/2019,306522,LEINEBRIS AS,Restråvarer line og garn,997254015,Møre og Romsdal,HERØY,FOSNAVÅG,NEI,JA,2019,2020,11/12/2019,
8/30/2019,306523,GREEN WAVES AS,Utvikling elbåt med skrog av resirkulert aluminium,818479042,ukjent,TVEDESTRAND,GJEVING,JA,NEI,2019,2021,10/16/2019,I prosjektet skal vi utvikle en unik robust elektrisk fritids- og lett arbeidsbåt med appellerende design og skrog i resirkulert aluminium som har lavere hydrodynamisk motstand enn dagens motorbåter. Den skal være halvplanende med et fartspotensiale på minimum 15 knop og vesentlig rimeligere pris enn våre konkurrenter. Batteriet skal være enkelt å demontere for bruk i batteribank utenom sesong.
8/30/2019,306524,MAKE AS,Make Plugin,993555002,Oslo,OSLO,OSLO,JA,NEI,2019,2021,11/22/2019,Prosjektet omhandler utvikling av en nyhetsbrev-funksjonalitet for enhver software as a serivce.
8/30/2019,306525,BYGGSTART AS,Beslutningsstøtteverktøy,916957629,ukjent,BÆRUM,LYSAKER,NEI,JA,2019,2021,,
8/30/2019,306526,MOWI FEED AS,Impact of dietary corn gluten meal inclusions on performance of Atl. salmon,911610744,ukjent,BERGEN,BERGEN,JA,NEI,2019,2020,12/2/2019,"Corn gluten meal (CGM) is a potential highly interesting raw material for salmon feeds. On dry matter base CGM contains around 65% crude protein and has a suitable amino acid profile. A high protein and amino acid bioavailability, a good supply situation and the current market price make CGM highly economic in salmon feed formulations. CGM can be also considered as fairly sustainable as it is a by-product from the corn starch or sometimes ethanol production.
There are, however, also objections to feeding CGM to Atl. Salmon. So is CGM rich in yellow xanthophylls. Adding yellow pigments to a salmon diet is considered to act contra-productive to the wanted increase in red color of salmon flesh. It is also reported that high inclusion of CGM might depress overall digestibility, feed intake and growth in Atl. Salmon. The project is supposed to investigate this discrepancies."
8/30/2019,306527,NON-STOP DOGWEAR AS,Innovative og miljøvennlige produkter for hunder og hundesport,994194151,ukjent,RINGSAKER,BRØTTUM,JA,NEI,2019,2020,10/11/2019,Målet med prosjektet er å utvikle nytt utstyr til hund og hundesport.
8/30/2019,306528,PRO WELL PLAN AS,Videreutvikling av produkter for digital brønnplanlegging,916538693,ukjent,BERGEN,BERGEN,JA,NEI,2019,2020,10/29/2019,"I dette prosjektet vil Pro Well Plan AS videreutvikle sine verktøy for data-drevet brønnplanlegging. 

Selskapet vil utvikle nye elementer og moduler til den eksisterende brønnplanleggeren for tidligfase, i tillegg til å utvikle et helt nytt verktøy til bruk i operasjoner, der den digitale brønnplanen knyttes opp mot sanntidsdata fra brønnen og ved hjelp av maskinlæring fungerer som et løpende beslutningsverktøy under boringen.

De nye elementene til tidligfaseverktøyet er idéer som er kommet i samspill med kundene underveis i utviklingen av det første produktet, og omfatter blant annet automatisk gruppering av referansebrønner etter relevans, automatisk brønndesign basert på vekting av ulike designparametre, og integrasjoner med programvare på tilstøtende arbeidsfelt.

Pro Well Plan AS har et team av engasjerte og dyktige brønnplanleggere og utviklere, og prosjektet gjennomføres i tett samarbeid med industrien.

Det nye operasjonsverktøyet vil bli det første i sitt slag, og vil gjøre det mulig å gjøre endringer underveis i operasjonene basert på et solid grunnlag av erfaringsdata, og uten å miste detaljrikdommen fra den opprinnelige brønnplanen. Med det nye verktøyet vil beslutningsgrunnlaget styrkes, og oljeselskapenes organisasjon utvikles til moderne arbeidsprosesser."
8/30/2019,306529,RENTAL TECHNOLOGY & SERVICES AS,Subsea Navigation with INS and DVL,984919484,Rogaland,KARMØY,ÅKREHAMN,JA,NEI,2019,2019,11/27/2019,"Hensikten med produktet er å redusere terskelen for å bruke inertial navigasjon under vann (enheten bruker en datamaskin, akselerometre og gyroskop for kontinuerlig å beregne posisjon, retning og bevegelseshastighet til et bevegelig objekt uten behov for eksterne referanser f.eks GPS eller fast innstallerte posisjonssendere). 
Utfordringen for mange ROV-eiere har nettopp vært en ganske høyt terskel på kunnskap for å kunne sette opp og ta i bruk et slikt system på en ROV. 
I vårt nye produkt blir brukerterskelen betydlig redusert ved integrering og kalibrering av sensorer fra fabrikk. Dette åpner opp for faste installsjoner av produktet på ROV av både operatører og ROV leverandører.

På grunn av sin lille størrelse åpner det opp for integrasjon også på mindre ROV-er."
8/30/2019,306530,NON-STOP POLAR AS,Utvikling av funksjonelle tur- og vinterklær tilpasset hundesport,921549199,ukjent,RINGSAKER,BRØTTUM,JA,NEI,2019,2020,12/15/2019,Utvikling av funksjonelle tur- og vinterklær tilpasset hundesport
8/30/2019,306531,L A LARSEN AS,Automatisering av puslespillproduksjon og omstilling til nye former for internasjonal varehandel,938149771,ukjent,FLEKKEFJORD,FLEKKEFJORD,NEI,JA,2019,2021,11/8/2019,
8/30/2019,306532,NORBIT SUBSEA AS,High resolution Multi Frequency Seabed Mapping,994353098,Trøndelag,TRONDHEIM,TRONDHEIM,JA,NEI,2019,2020,12/16/2019,"Forbedring av dagens metoder for klassifisering av havbunn og vegetasjon.

Prosjektet består i å utvikle et instrument som gjør det mulig å klassifisere hvilken type vegetasjon som befinner seg på havbunnen ved bruk av multistråle sonarteknologi. Det vil si at store områder kan kartlegges på kort tid, noe som tidligere ikke har vært mulig."
8/30/2019,306533,ALIBIER AS,Draumevevarane,912522229,Oslo,OSLO,OSLO,NEI,JA,2019,2019,10/23/2019,
8/30/2019,306534,SCANMUDRING AS,Løsning for fjerning av obstruksjon ved riving av plattform,915027334,ukjent,MANDAL,MANDAL,JA,NEI,2019,2019,10/16/2019,"Utvikle en løsning på et problem en av våre kunder har kommet over under riving av plattform offshore. Utfordringen består i en obstruksjon (cruciform) innvendig i plattformens leg (bein), og forhindrer valg av en foretrukket rivningsmetode. Obstruksjonen forhindrer verktøyet fra å kunne fritt entre og komme ned til kuttedybde. Scanmudrings mål er å utvikle ett verktøy som både fjerner objektet og drar det med seg opp, og som dermed gir tilgang for kundens utstyr for innvendig kutting."
8/30/2019,306535,GETEK AS,Utvikling av styringsystem for batteribanker,912429954,Trøndelag,MALVIK,HOMMELVIK,JA,NEI,2019,2020,11/7/2019,Prosjektet omhandler utviklingen av et styringssystem for batteripakker for store bygninger.
8/30/2019,306536,ABYSS AQUA AS,Hydrogenbasert servicebåt til havbruk,987097876,Møre og Romsdal,KRISTIANSUND,KRISTIANSUND N,NEI,JA,2019,2020,,
8/30/2019,306537,RAINPOWER NORGE AS,Produksjon av store Pelton hjul,991697926,ukjent,SKEDSMO,KJELLER,JA,NEI,2019,2019,12/12/2019,"Prosjektets mål har vært utvikling av produksjonsteknologi for produksjon av større Pelton turbiner. Rainpower har ikke hatt teknologi til å tilby de aller største Pelton turbinene i verden de siste årene da det har vært vanskelig å få kjøpt store smidde emner, samt at kostnadene forbundet med avvirkning fra store smigods er meget høy. En metode for påsveising av skovler er utviklet og verifisert."
8/30/2019,306538,ARCTIC PHARMA AS,Development of a novel drug for the treatment of patients with glycolytic cancers,998070120,Oslo,OSLO,OSLO,JA,NEI,2019,2022,10/24/2019,"Arctic Pharma´s overall goal is to bring a new class of cancer medicine to the market which targets the energy metabolism of many aggressive cancer types without generating strong side-effects. Since medication currently is often limited for these cancer types with high-relapse rate and consequently deadly outcome, we believe that our drug will have a major impact on healthcare and society. This project will advance an innovative chemical lead into a drug candidate, ready for clinical phase I studies. We will in parallel develop a tool to identify the right patients to be treated."
8/30/2019,306539,UTVIKLERNE AS,"Verktøy for analyse av bevegelsesmønstre og optimalisering av utstillinger i besøkssentre, forts.",989508598,ukjent,KRISTIANSAND,KRISTIANSAND S,JA,NEI,2019,2020,11/4/2019,Verktøy for analyse av bevegelsesmønstre og optimalisering av utstillinger i besøkssentre
8/30/2019,306540,PARMA PLAST AS,PP DS-JPR,961494281,ukjent,FJELL,STRAUME,JA,NEI,2019,2020,11/19/2019,Prosjektet omfatter utvikling av en slangekonstruksjon som kombinerer liten bøyeradius og god fleksibilitet med høy styrke og svært liten lengdeutvidelse ved strekkbelastning.
8/30/2019,306541,MASKINDYNAMIKK AS,Intelligent Condition Monitoring using Machine Learning (Part 2),952125656,Møre og Romsdal,ÅLESUND,ÅLESUND,NEI,JA,2019,2021,10/30/2019,
8/30/2019,306542,AXESS AS,Metoder for reduksjon av karbonavtrykk fra tjenester innen inspeksjon og vedlikehold offshore.,980123537,Møre og Romsdal,MOLDE,MOLDE,NEI,JA,2019,2020,11/11/2019,
8/30/2019,306543,RAINPOWER NORGE AS,Utvikling Pelton modell DB=4.4,991697926,ukjent,SKEDSMO,KJELLER,JA,NEI,2019,2019,,"Prosjektets mål har vært utvikling av Rainpowers andre-generasjons pelton-turbin, med utvikling av løpehjul og tilpasning av de stasjonære komponentene. 
Løpehjulets datamodell har blitt forenklet og tilpasset det nye designet. 
Rainpower har gjort store fremskritt i sitt design-arbeide, og dette prosjektet vil danne basis for Rainpowers fremtidige pelton-design."
8/30/2019,306544,IDT SOLUTIONS AS,Nanostruktur for skisåler,992951222,ukjent,ØSTRE TOTEN,LENA,JA,NEI,2019,2022,11/7/2019,Nye metoder for å sette struktur under skiene som vil gi en turløper perfekt resultat hver gang.
8/30/2019,306545,JOUBEL AS,Global Content Collaboration Framework,912282910,ukjent,TROMSØ,TROMSØ,JA,NEI,2019,2021,11/19/2019,"Joubel AS er selskapet bak H5P. H5P gjør det enkelt for alle å lage, dele og gjenbruke interaktivt innhold. I løpet av 2019 vil H5P passere 100 millioner brukere hvor majoriteten er i utdanningssektoren og benytter H5P til å lage interaktivt innhold som oppgaver, interaktive videor, presentasjoner og kurs for sine studenter.

På Wikipedia har vi beskrevet H5P som et ""Content Collaboration Framework"". Visjonen er å skape mer enn et forfatterverktøy og en distribusjonsløsning. Vi skal føre sammen hele den kreative verden og forbedre alle aspekter av hvordan interaktivt innhold skapes og konsumeres.

I vårt skattefunn-prosjekt vil vi skaffe til veie kunnskapene som behøves for å implementere hjertet av vår visjon. Vi har allerede den nødvendige brukermassen og merkevaren. I dette prosjektet fører vi alle brukerne våre tettere sammen og skaper rammer rundt dem som gjør global gjenbruk, deling og samhandling enklere. Ved å gjøre brukere i stand til å bygge på toppen av hverandres arbeid istedenfor at alle begynner med blanke ark hver gang vil vi bidra kraftig til at det interaktive innholdet på Internett blir bedre og billigere å produsere. Vi tror vi vil spille en sentral rolle i å gjøre forfattere på Internett i stand til å tilby en mer effektiv og brukertilpasset formidling av kunnskap og underholdning.

For Joubel vil prosjektet bidra til å gjøre H5P enda mer attraktivt for kunder og andre brukere og implementere hjertet av vår visjon. Vi vil styrke våre kunnskaper og evner innen interaktivt innhold i en stor-skala global sammenheng."
