Innsendt dato,Prosjektnummer,Bedriftsnavn,Prosjekttittel,Organisasjonsnummer,Fylke,Kommunenavn,Poststed,Søknad godkjent,Søknad avslått,Vedtaksdato,Prosjektets fra-år,Prosjektets til-år,Bransje,Populærvitenskapelig sammendrag
8/28/2020,318487,NOOVA ENERGI SYSTEM AS,NOOVA Logic pilot - neste generasjons energioppfølgingssystem (EOS),918710558,Rogaland,Gjesdal,ÅLGÅRD,NEI,JA,9/15/2020,2020,2021,Energi,"NOOVA vil utvikle NOOVA Logic som neste generasjon energioppfølgingssystem (EOS) for sanntidsovervåkning og regulering av næringsbygg og anlegg. Aktiv energiledelse gir bedre lønnsomhet og er bra for miljøet. Feil på anlegg kan oppdages tidlig. Man vil ha god kontroll på energikostnadene og sikre forutsigbar drift. Nøyaktige energidata gir grunnlag for investeringsbeslutninger, og gir positiv profilering ovenfor leietagere gjennom dokumentert god energiforvaltning. 

Kjernefunksjonalitet er utviklet, mens SkatteFUNN-prosjektet søker å optimalisere og demonstrere effekten av teknologien i et virkelig miljø, samt legge til og teste ytterligere innovativ funksjonalitet. Samarbeid med en eiendomsaktør ligger til grunn for en avgrenset pilot. Unikhet er knyttet til mer avansert datafangst, dataprosessering og oppfølging - der NOOVAs betydelige database med energi- og driftsdata skiller tilnærmingen fra rene teknologileverandører. Et positivt resultat vil lede til en akselerert kommersialiseringsinnsats.

NOOVA Logic vil samle og behandle data fra interne og eksterne kilder (sensordata, driftsdata, værdata, Nord Pool) gjennom en spesialtilpasset Microsoft Azure skyløsning. Algoritmer og maskinlæring utnytter og analyserer alle relevante data. Ny funksjonalitet er knyttet til bruk av sanntidsdata, prediksjon- og laststyring. Smarte, trådløse minisensorer inngår som et viktig element, mens NOOVA Logic utgjør et dataanalyse og visualiseringslag for å knytte dataene sammen og gi konkrete anbefalinger for optimal energistyring. Innsikt i forbruksmønsteret vil bli kombinert med prognoser på forbruk og utvikling i strømpriser. Slike løsninger finnes ikke for næringsbygg eller anlegg i dag. 

Utviklingsoppgavene vil også utgjøre et første steg mot å stille en portefølje av eiendommer til disposisjon for balanseregulering slik at eksisterende kapasitet i overføringsnettet blir utnyttet optimalt. Slik funksjonalitet blir beskrevet som en «game changer» i kraftbransjen."
8/28/2020,318488,VAVIK GEIR M & CO,MERCHANT NAVY WEB,939586822,Trøndelag - Trööndelage,Trondheim,JONSVATNET,JA,NEI,9/9/2020,2020,2020,Maritim,"Prosjektet gjelder høyhastighets LAN distribusjon i innredning, maskinrom og kontrollrom i større skip."
8/28/2020,318489,KITRON AS,Kitron Prosjekt ID IT-1120001 2020,979340354,Agder,Arendal,ARENDAL,NEI,JA,9/25/2020,2020,2021,Vareproduserende industri,Kitron produserer utstyr som skal tåle ekstreme påkjenninger. Mange av kundene har av denne grunn krav til lakkering av kretskort som inngår i leveransene. Maskering og demaskering av disse er en manuell og tidkrevende prosess. Innovasjonen går ut på å designe en automatisert prosess for dette.
8/28/2020,318490,TRONDHEIM SYSTEMUTVIKLING AS,Administrasjonssystem for museumsbransjen,998320674,Trøndelag - Trööndelage,Trondheim,TRONDHEIM,JA,NEI,10/30/2020,2020,2021,IKT-næringen,Vi skal utvikle et nytt administrasjonssystem for museumsbransjen
8/28/2020,318491,NORDIC COMFORT PRODUCTS AS,Sirkulærøkonomisk sprøytestøping ved bruk/tilsetting av husholdningsplast i produksjon,913861698,Nordland,Hemnes,HEMNESBERGET,JA,NEI,9/14/2020,2020,2022,Miljø,"Prosjektet ser på sirkulærøkonomisk sprøytestøping ved bruk/tilsetting av gjenvunnet husholdningsplast i produksjon av plastprodukter. Målet med prosjektet er å bygge spisskompetanse på sprøytestøping med bruk av resirkulert og regranulert plast fra husholdningsavfall, og tilegne seg kunnskap om hvordan man kan bruke ""lavverdi""- plast ved gjenvinning."
8/28/2020,318492,RACOM AS,Utvikling av datamodell og algoritmer for akselerometer-deteksjon,954537900,Oslo,Oslo,OSLO,JA,NEI,10/6/2020,2020,2021,IKT-næringen,Racom AS jobber med utvikling av datamodeller og algoritmer for akselerometer-deteksjon.
8/28/2020,318493,IAGON AS,"Iagon - Intelligent, decentralized and autonomous marketplace for distributed computing and storage",919782080,Innlandet,Hamar,HAMAR,JA,NEI,10/9/2020,2020,2022,IKT-næringen,"AGON operates in the field of decentralized cloud services, developing a platform (i.e. a "
8/28/2020,318494,VACCIBODY AS,VACC - Targeted Personalized Therapeutic Cancer Vaccines - II (Skattefunn),990646066,Oslo,Oslo,OSLO,JA,NEI,9/8/2020,2020,2022,Helsenæringen,"Vaccibody is developing cutting-edge, targeted DNA vaccines for clinical use, based on a deep understanding of immunological principles. Vaccibody"
8/28/2020,318495,TELEPLAN GLOBE AS,CARO,926981595,Viken,Bærum,LYSAKER,NEI,JA,10/9/2020,2020,2022,IKT-næringen,"Integrasjonsplattformen utviklet av Teleplan Globe vil omfattes av en teknisk arkitektur som muliggjør innhenting av data fra en rekke forskjellige sensorer på tvers av ulike grensesnitt og dataformater, analyse av disse og sikker distribusjon i nær sanntid. Dette er ny funksjonalitet i et marked der det anvendes mer tradisjonelle metoder for datainnsamling og analyse, og løsningen vil kunne benyttes innen flere ulike produkttyper og markedsområder."
8/28/2020,318496,PRESSIS SOFTWARE AS,System for registrering av båtvrak,997886798,Viken,Nordre Follo,TROLLÅSEN,JA,NEI,9/18/2020,2020,2020,Miljø,"Prosjektet omfatter utvikling av en ny løsning for digital registrering av båtvrak. Siktemålet er å forhindre at båtvrak etterlates eller ulovlig senkes i havet ved å gjøre det enklere å levere dem til mottak for miljøvennlig hugging, sortering og gjenvinning."
8/28/2020,318497,SEAFOOD FARMERS OF NORWAY AS,Prosess for Superior Salmon Sashimi,979875541,Møre og Romsdal,Giske,VALDERØYA,JA,NEI,10/1/2020,2020,2022,Næringsmiddelindustri,"Seafood Farmers of Norway AS skal utvikle en prosess for vakuumpakket, ferdigskåren sashimi av laks."
8/28/2020,318498,LANGNES LAKS AS,AquaSense,923403639,Oslo,Oslo,OSLO,NEI,JA,10/21/2020,2020,2020,Fiskeri og havbruk,"Konseptuell løsningsutforming og teknisk design for et integrert drifts-, produksjons- og analysesystem for landbaserte oppdrettsanlegg. Løsningen skal sikre full sporing av alle operasjoner og velferdsindikatorer gjennom hele produksjonsforløpet til fisken."
8/28/2020,318499,DB EQUIPMENT AS,"Lett, robust og miljøvennlig transportbeskyttelse",997484851,Oslo,Oslo,OSLO,JA,NEI,9/3/2020,2020,2022,Reiseliv,"Prosjektet har som mål å utvikle et nytt, miljøvennlig konsept, for lett og robust transporbeskyttelse."
8/28/2020,318500,FCC FOOD AS,Utvikling dynamiske datasystem for rask PU,999007422,Agder,Arendal,ARENDAL,NEI,JA,11/5/2020,2020,2021,IKT-næringen,Vårt mål er å utvikle et nytt datasystem for produktutvikling som vil effektivisere og forbedre PU-prosessen for nye tjenester og produkter.
8/28/2020,318501,ALWAYS CARGO AS,Intelligent match retur,919816716,Agder,Kristiansand,SØGNE,JA,NEI,9/10/2020,2020,2022,Transport og samferdsel,"Fremtidens transportsystem bygger på samarbeid og bærekraft. I av 3 godstransportører kjører tomme til enhver tid, ifølge SSB. Transportører må konkurrere på leveringsbetingelser og pris for å bli foretrukket av kunder i nettverket. Informasjon om kunden er verdifull og det er kun basic info som formidles videre. Bransjen selv tror det er mulig med 20 % optimalisering dersom det var mulig å samarbeide med konkurrenter gjennom bedre ruteplanlegging og forbedring av laste-/lossesituasjonen, men i dag gjør det dem sårbare. Kvalitetssikring og anonymitet kan redusere mulig prispress og styrke posisjonen. 
Til tross for et stadig økende behov for godstransport er bransjen under sterkt press. De norske transportørene mister stadig større markedsandel til utenlandske konkurrenter. Ved å bruke kompetansen og erfaringen fra ledende logistikk- og transportaktører kan vi bidra til økt verdiskaping og vekst i ulike markeder knyttet til produksjon og distribusjon, ved å løse et oppdrag trygt og effektivt. Forskning og nye muligheter knyttet til kunstig intelligens, IoT og digitale løsninger bidrar til skybaserte løsninger som sparer tid og penger for oppdragsgivere, godstransportører, og sluttbrukere. 
Tidligere løsninger på markedet har ofte krevd dyre investeringer og kursing, i stede for å betale en lav prosent per oppdrag og laste ned løsningen på mobil, nettbrett eller PC. Vi vil bidra til å gjøre arbeidshverdagen bedre ved å tilpasse løsningen til sjåførens behov under ulike forhold og situasjoner, for å unngål feil rutevalg, farlige trafikksituasjoner, samt utfordringer knyttet til lover og regler.
Vår løsning er basert på bærekraftshensyn. Vi vil redusere utslipp av drivhusgasser ved å tilby miljøvennlige alternativ, og tilrettelegge for fremtidens løsninger. Ved å fordele oppdragene på flest mulig kvalitetssikrede godstransportører reduseres også tomkjøringen totalt. Videre skal vi jobbe med sømløse overganger mellom de ulike transportmidlene for å finne optimal match."
8/28/2020,318502,CYGNIO AS,Automatisk hendelsesdeteksjon for tunneler og veier,925137235,Innlandet,Gjøvik,GJØVIK,JA,NEI,9/15/2020,2020,2022,Transport og samferdsel,"Prosjektet skal utvikle et avansert system for kontinuerlig overvåkning av tunneler og veier med automatisk hendelses- deteksjon (AID) som kombinerer signaler fra 3D radarer, infrarøde- og videobaserte kameraløsninger med målsetting om økt trygghet, og et bedre grunnlag for å forebygge ulykker og uønskede hendelser."
8/28/2020,318503,LUMINCODE AS,"Kameraenkoder med samtidig registrering av flere mekaniske 
frihetsgrader",918412530,Trøndelag - Trööndelage,Trondheim,KLÆBU,JA,NEI,9/3/2020,2020,2022,Vareproduserende industri,"Dagens verktøymaskiner, koordinatmålemaskiner og 3D-printere bruker vanligvis egne løsninger for å bestemme posisjonen til sine verktøy. Disse baserer seg på 1-dimensjonale enkodere montert på hver sine mekaniske akser.

Prosjektet skal utvikle en optisk kamerabasert enkoder som kan bestemme alle de 6 frihetsgradene, 3 posisjoner + 3 vinkler, som en mekanisk komponent kan bli utsatt for. Denne enkoderen kan operere i fritt rom og krever ikke at det plasseres kaliberingskomponenter inne i en maskins arbeidsområde.

Denne nye enkoderen vil først og fremst være nyttig som redskap til å opplinjere, kalibrere og servicere maskiner, men vil også kunne brukes som ""front-end"" enkoder når de samme maskinene benyttes i kvalitetskontroll av produserte deler."
8/28/2020,318504,ADVOKATFIRMAET THOMMESSEN AS,Digital forretningsjuridisk advokattjeneste,957423248,Oslo,Oslo,OSLO,NEI,JA,10/30/2020,2020,2022,Annen tjenesteyting,Advokatfirmaet Thommessen skal utvikle en ny tjeneste for forretningsjuridisk bistand.
8/28/2020,318505,SKJÆVELAND CEMENTSTØPERI AS,Produksjonsprosess for ny rørteknologi,943611432,Rogaland,Sandnes,SANDNES,JA,NEI,9/10/2020,2020,2022,Vareproduserende industri,"Vi skal utvikle nye beregningsmodeller og nytt design, samt etablere ny produksjonsprosess for produksjon av pressrør."
8/28/2020,318506,SALFJORD AS,Simuleringsverktøy for landbaserte oppdrettsanlegg,920536689,Møre og Romsdal,Aure,AURE,JA,NEI,10/6/2020,2020,2022,Fiskeri og havbruk,Salfjord AS skal utvikle et dedikert styringsverktøy for landbaserte oppdrettsanlegg.
8/28/2020,318507,COMROD AS,Robotisering av små-serie-sveiselinje,934335724,Rogaland,Strand,TAU,JA,NEI,9/8/2020,2020,2021,Vareproduserende industri,"Målet med dette prosjektet er å automatisere initiering av robotisert sveising for små-serie og one-off produksjon. Effekten som ønskes oppnådd er effektivisering, økt fleksibilitet, redusert fabrikasjonstid og manuelt arbeid knyttet til disse sveiseoperasjonene."
8/28/2020,318508,BRAATHENS IT AS,Helhetlig brukeropplevelse på nett - reiseliv,884729432,Viken,Bærum,LYSAKER,JA,NEI,10/23/2020,2020,2021,Reiseliv,"Tilbydere av tjenester innen reiseliv utformer ofte produkter som er komplekse. De kombinerer forskjellige produkttyper som flyreiser, overnatting, forestillinger og opplevelser, eller de er komplekse fordi de har mange regler for bagasje, passasjerer, tilleggsprodukter og priser. Produktene er krevende å sette sammen for reiselivsbedriftene. De underliggende leverandørene og deres IT-systemer passer ofte ikke sammen. Konsekvensen kan bli at tilbyderne må å presentere sine kombinerte produkter oppdelt, f.eks en gjest må kjøpe billett til en attraksjon separat fra overnatting. Det gjør at produktene kan bli kompliserte å søke, kjøpe og bruke for kundene. Dermed blir oppdelte og dårlige brukeropplevelser et hinder for å kjøpe og bruke gode reiselivstjenester.

Taperne i dette markedet er reiselivsbedriftene, de som har brukt mye ressurser på å sette sammen et raffinert og spesielt produkt, men mangler en god måte å kommunisere det med kundene på. De kan bli tvunget til å selge sine produkter gjennom store nettaktører som Expedia-gruppen og tape sitt særpreg og gi fra seg  dyrebare marginer. 

Bakgrunnen for dette prosjektet er å finne en ny løsning for å tilby og bruke komplekse reiselivsprodukter på en enkel og helhetlig måte. Det betyr at du som den reisende søker, kjøper og bruker det komplekse produktet i én sammenhengende brukeropplevelse. IT-messig betyr det at alle underliggende systemer må kobles sammen på server-siden og kommunisere gjennom én og samme klient, for eksempel i en app på en mobiltelefon.  Dessuten beholder reiselivsbedriften kundeforholdet og omsetningen.

Prosjektet vil utforske effektiv brukeropplevelse som dekker søk, kjøp og bruk for komplekse reiselivsprodukter, i denne sammenhengen kalt en helhetlig brukeropplevelse på nett for reiseliv."
8/28/2020,318509,LIEGRUPPEN FISKERI AS,MesoTek - ny teknologi og ny kunnskap for et bærekraftig mesopelagisk fiskeri.,979468970,Vestland,Øygarden,STRAUME,NEI,JA,11/10/2020,2020,2022,Fiskeri og havbruk,"Rederiet Liegruppen Fiskeri AS er en pioner innen utvikling av et mesopelagisk fiskeri med oppstart av eksperimentelle fiskerier allerede tidlig på 90-tallet. I 2018 klarte vi å levere de første fangstene av kommersiell størrelse, og i fjor (2019) leverte vi rundt 1.500 tonn mesopelagisk fisk til den norske mel- og oljeindustrien.  

Til tross for at mesopelagiske ressurser globalt utgjør en av de største uutnyttede kildene for marine oljer og protein er det så langt ikke utviklet et kommersielt fiskeri etter disse ressursene av følgende hovedgrunner:
- Mangelfull kunnskap om biologi og produksjonspotensial for nøkkelarter  gjør at det ikke er etablert en forvaltningsplan og gitt kvoter for aktuelle mesopelagiske arter.
- Mangel av effektiv fangstteknologi. 
- Kort holdbarhet på råstoffet gjør at det må tas på land relativt raskt i forhold til andre kommersielle arter.

Liegruppen Fiskeri AS har de siste årene fått tildelt forsøksfiskelisenser for mesopelagiske arter. Gjennom dokumentasjon og rapportering fra forsøksfisket, samt prøvetaking for Havforskningsinstituttet og andre FoU aktører, bidrar rederiet til å bygge opp den nødvendige biologiske forståelsen av mesopelagiske arter som grunnlag for en forvaltningsplan for fremtidige kvoter og konsesjoner i et fremtidig bærekraftig fiskeri etter mesopelagiske ressurser. Prosjektets målsetting er også å bidra til utvikling og forbedring av fiskeriteknologi, dokumentasjon av råvareegenskaper og produktdokumentasjon."
8/28/2020,318510,OPPOSITE LOCK AS,SHCC | Scandinavian HillClimb Championship,997604687,Viken,Vestby,VESTBY,NEI,NEI,,2020,2021,ukjent,Vi skal utvikle den digitale racingserien Scandinavian HillClimb Champioship (SHCC).
8/28/2020,318511,VITEC AS,AMRREX 2.0,981932773,Trøndelag - Trööndelage,Verdal,VERDAL,NEI,JA,10/9/2020,2020,2022,Olje og gass,Den overordnede visjonen til AMRREX-prosjektet er å introdusere additiv produksjonsteknologi for reparasjon og oppussing av offshore-komponenter som muliggjør kostnadseffektiv strukturel livsforlengelse.
8/28/2020,318512,NO ISOLATION AS,Ny KOMP (EV2.B) for å møte COVID-19 etterspørsel,815716272,Oslo,Oslo,OSLO,NEI,JA,9/24/2020,2020,2020,Helsenæringen,"No Isolation er et norsk teknologiselskap etablert i oktober 2015. Selskapets formål er å hjelpe utsatte grupper ut av sosial isolasjon og ensomhet ved å utvikle og tilby spesialtilpassede kommunikasjonsløsninger. I 2016 lanserte vi AV1, en skolerobot for barn med langtidssykdom. 

No Isolations andre produkt er KOMP, en skjerm med én knapp utviklet for eldre som ikke mestrer moderne teknologi. Produktet muliggjør digital kontakt med familie, da bilder, meldinger og videoanrop kan sendes til skjermen. Familien har tilgang på KOMP Family-appen som fungerer som et privat sosialt nettverk, mens helsetjenestetilbydere kan få tilgang via KOMP PRO, som lar ansatte sende meldinger, planlegge i kalender og administrere flere KOMPer. KOMP er en unik løsning; der andre løsninger krever en viss teknologisk kompetanse av den eldre, krever KOMP kun at den eldre skrur den på og stiller på lydnivået. Alt annet administreres i KOMP-appen.

Grunnet økt etterspørsel som følge av COVID-19 og utgående komponenter, ønsker No Isolation nå å videreutvikle KOMP."
8/28/2020,318513,SWITCHR AS,Switchr,921200080,Innlandet,Kongsvinger,KONGSVINGER,JA,NEI,9/28/2020,2020,2021,Energi,"Switchr skal bli verdens første investeringsplattform for grønn infrastruktur, der forbrukere kan investere i solcellepaneler og motta avkastning på strømproduksjonen til solcelleparken. 

Som resultat forventer vi å skape en unik markedsplass for kjøp og salg av eierdeler i grønn infrastruktur og bidra effektivt i å fremskynde det grønne skiftet og skape en bærekraftig omsetning."
8/28/2020,318514,OPPOSITE LOCK AS,SHCC | Scandinavian HillClimb Championship,997604687,Viken,Vestby,VESTBY,NEI,NEI,,2020,2021,ukjent,Vi skal utvikle den digitale racingserien Scandinavian HillClimb Champioship (SHCC).
8/28/2020,318515,SENSOCURE AS,Konseptuell prototype multisensor for helseovervåking,997608445,Vestfold og Telemark,Horten,SKOPPUM,JA,NEI,9/21/2020,2020,2021,Helsenæringen,"Med dette forprosjektet ønsker Sensocure å undersøke muligheten for utvikling av en ikke-invasiv (uten å penetrere slimhinne eller hud), trådløs multisensorløsning for kontinuerlig overvåkning av sentrale, fysiologiske parametere i ulike pasientgrupper. Målsettingen er å kontinuerlig monitorere parametrene pCO2 (karbondioksyd vevspartialtrykk), SpO2 (oksygenmetning i vevet), temperatur, pustefrekvens og puls. Dette er alle fysiologiske parametere (på engelsk: «vital signs»- vitalparametere) som benyttes for å monitorere status på livsviktige kroppsfunksjoner.

Sensoren vil ha et trådløst grensesnitt og kan gi informasjon om vitalparametere hele døgnet. Et slikt produkt vil være unikt og finnes ikke i dag."
8/28/2020,318516,SENSOCURE AS,KALISC II - Neste generasjons kalibreringssystemer,997608445,Vestfold og Telemark,Horten,SKOPPUM,JA,NEI,9/21/2020,2020,2023,Helsenæringen,"Sensocure utvikler og produserer innovative medisinsk-tekniske sensorsystemer for tidlig og sikker diagnostikk av organfunksjon. Eksisterende produkt IscAlertTM er en biosensor som måler vevstrykket av karbondioksid (pCO2) og er utviklet for å overvåke blodforsyningen til organer i sanntid. IscAlertTM er basert på kontinuerlige måling av karbondioksyd oppløst i vev, et såkalt partialtrykk (pCO2). Den nye teknologien forbedrer diagnostikken vesentlig ved at den i løpet av få minutter oppdager om blodforsyningen til et organ er utilstrekkelig, en tilstand som kan være livstruende, og som på medisinsk fagspråk kalles iskemi (engelsk: ischemia). Oppdages tilstanden tidlig nok, har cellene ikke blitt alvorlig skadet, og rask behandling kan da redde organet gjennom å forhindre irreversibel skade som f.eks. ved infarkt. 

Gjennom prosjektet skal det utvikles et enkelt, ultramoderne, rimelig, brukervennlig og serieproduserbart kalibreringssystem for biosensorsystemet som skal gi rask og effektiv sterilkalibrering av sensorene, tilpasset klinisk bruksområde. Systemet baseres på helt nye prinsipper, og skal drastisk redusere tidsbruk, kompleksitet og gi nøyaktige målte verdier få minutter etter at sensoren er plassert på pasienten. 

Vi har verdifull kompetanse fra IscAlert utvikling, både med hensyn til produksjon, industrialisering og samarbeid med partnere nasjonalt og internasjonalt. Sensocure har et solid samarbeid nettverk, med sterke aktører innen forskning, utvikling og industri.  

Innovasjonen i dette prosjektet vil bidra til at ny og revolusjonerende medisinsk teknologi tas i utstrakt bruk. Dette vil ha stor samfunnsmessig betydning både nasjonalt og internasjonalt i form av bedre og raskere behandling av lidelser som luftveissykdommer (for eks. COVID-19), hjerte- og karsykdommer, kreft, diabetes, nevrologiske lidelser og organsvikt. Kostnadsbesparelsene for samfunnet ved bruk av denne livreddende teknologien vil være store."
8/28/2020,318517,GREENCAP SOLUTIONS AS,System for klimanøytral CO2-fangst,917071691,Rogaland,Sandnes,SANDNES,JA,NEI,9/23/2020,2020,2022,Landbruk,Vi skal utvikle et system for klimanøytral CO2-fangst
8/28/2020,318518,ODI MEDICAL AS,Ny ikke-invasiv teknologi for evaluering av kroppens mikrosirkulasjon - forbedrer pasientbehandling,914127068,Oslo,Oslo,OSLO,JA,NEI,9/8/2020,2020,2022,Helsenæringen,"ODI Medical is developing a proprietary non-invasive technology, a diagnostic platform, for monitoring the function of the circulatory system. Optical instruments are used non-invasively to collect microvascular parameters from the skin. Data are transferred to a cloud-based laboratory service for advanced analyses. The output provides new information compared with today's diagnostic and monitoring technologies. The ODI technology can lead to improvements in patient care and facilitate patient tailored therapy in numerous diseases. Results can also be used by heath care systems for prioritizing use of resources. 

In this project ODI Medical and its partner The Oslo University Hospital, are collaborating with some of the world"
8/28/2020,318519,BRIDGE TECHNOLOGIES CO AS,Kvalitetssikring av undertekster for hørselshemmede i USA,987002808,Oslo,Oslo,OSLO,JA,NEI,10/9/2020,2020,2021,IKT-næringen,"Du har sikkert sett på flyplasser i USA TV skjermer som viser tekst på toppen av bildet men uten lyd. Dette kalles Captions - eller Undertekster på norsk og er primært ment som et hjelpemiddel for hørselshemmede personer. I USA så er det nå nylig blitt innført en lov som sier at alle TV distribusjonsselskaper må bære undertekster og de må også kunne bevise i ettertid at disse undertekstene blir sendt hele tiden og med god teknisk kvalitet. Dette åpner opp et stort markedsbehov for monitoreringsutstyr for å kunne måle, arkivere og verifisere nettopp dette. Hvis TV distribusjonsaktører ikke etterfølger det lovpålagte kravet så er de i fare for å bli bøtlagt.

Prosjektet det søkes støtte om tar sikte på å levere en totalløsning innen dette segmentet til store Tier-1 TV distribusjonsaktører i USA. Samarbeid er inngått med 2 amerikanske aktører om å se på utviklingen av et system som vil være nasjonalt over hele USA, bestå av over 70 målepunkter og som vil ta imot måledata ifra over 65,000 TV kanaler samtidig.

Dette setter ekstreme krav til sanntidsprosessering og optimalisering av kode, arkiveringsmetodikk og oppetid. Selve visualiseringsteknologien for å kunne se nålen i høystaken ut av over 65,000 TV kanaler som sender data hele tiden vil være noe av kjerneinnovasjonen i dette prosjektet. Prosjektet vil danne en ryggrad i et helt satsningsområde for bedriften innen distribuert sanntidsovervåkning av massive mengder TV signaler på nasjonal skala."
8/28/2020,318520,BRIK AS,Smart kunnskapsformidling med video,999643671,Vestland,Bergen,BERGEN,JA,NEI,10/30/2020,2020,2021,IKT-næringen,"Prosjektet utvikler en tjeneste for smartere bruk av video til internopplæring og praktisk kunnskapsdeling i bedrifter. 
Prosjektet har to hovedfokus: Utvikling av metoder og praktiske verktøy, samt utvikling av software for effektiv kunnskapsdeling. Sluttresultatet vil kunne gi bedrifter bedre kvalitet i sin internopplæring og lavere kostnader."
8/28/2020,318521,NORWEGIAN CREATIONS AS,Embedded Elektronikkutvikling for Industriell Anvendelse i Oppdrettsnæringen,998700744,Trøndelag - Trööndelage,Trondheim,TRONDHEIM,NEI,JA,10/6/2020,2020,2020,Fiskeri og havbruk,"Norwegian Creations (NC) skal videreutvikle sin kompetanse innenfor et fagfelt hvor spesialdesign av robuste og brukervennlige tilpassede datasystemer er viktig.

Prosjektet dreier seg spesifikt om oppdrettsnæringen, men mye av innsikten fra dette prosjektet kommer til å være relevant for andre bransjer også."
8/28/2020,318522,FJORDALG AS,Pre-pilot algeproduksjon,918104763,Viken,Drammen,DRAMMEN,NEI,JA,12/12/2020,2020,2020,Fiskeri og havbruk,"FjordAlg arbeider med etablering av industriell produksjon av en mikroalge som produserer pigmentet som bl.a. gjør laks rosa. Naturlig, fornybar, bærekraftig og tar opp CO2! I dette prosjektet forbereder vi etablering av algeproduksjonen og ser på detaljer i bearbeiding av produktet."
8/28/2020,318523,CHECKD AS,Digital samhandling i BAE-næringen,812702742,Oslo,Oslo,OSLO,JA,NEI,9/18/2020,2020,2021,"Bygg, anlegg og eiendom","Vi leser daglig om byggeprosjekter som går langt over budsjett både når det gjelder tid og kostnad, og på samme tid så vokser konfliktnivået i bransjen grunnet store feil og mangler.
Mange av disse problemene kunne vært unngått ved bruk av moderne og effektive kommunikasjon og samhandlingsløsninger. Vi har avdekket et økende behov for å koble sjekklister sammen med monteringsveiledninger, og siden dagens produkter ofte har forgreninger og styringer på flere steder i et bygg, er ikke en vanlig sjekkliste tilstrekkelig. Kontrollpunkter og målinger må kobles til forskjellige steder i bygget. Et annet kompliserende punkt er at flere faggrupper må jobbe sammen og i fellesskap fylle ut sjekklister for å få til en systematisk ferdigstilling. Dette er ikke mulig med dagens "
8/28/2020,318525,CRUX ADVISERS AS,Produktifisering og digitalisering av Investor Relations-funksjonen,988350362,Oslo,Oslo,OSLO,JA,NEI,10/13/2020,2020,2021,"Finans, bank og eiendom",Produktifisering av Investor Relations-funksjonen
8/28/2020,318526,HEINZMANN AUTOMATION AS,Heinzmann Automation Cloud Solution,866867542,Nordland,Narvik,NARVIK,NEI,JA,9/16/2020,2020,2021,Maritim,"Det registreres ofte i nyhetsbildet at det foregår dataangrep/ «hacking» på både bedrifter og ulike samfunnsinstitusjoner, samt at det indikeres at dataangrep kan brukes til å påvirke demokratiske prosesser i nasjoner. I dette prosjektet gjennomføres innsats for å styrke datasikkerhet ift dataoverføring fra mobile enheter til ulike sentraler samt datalagring. I første rekke skal videre kunnskap og teknologi utvikles for å dekke rederinæringens behov, men kunnskapen og teknologien kan benyttes generisk. Det vektlegges kostnadseffektivitet ift overføring av store mengder data fra mobile enheter som muliggjør big data analyser i sentrale ledd, hvor sikker datalagring også styrkes."
8/28/2020,318527,HOVLAND TREVAREFABRIKK AS,Automatisert produksjonsprosess,811280852,Rogaland,Eigersund,HELLVIK,NEI,JA,10/21/2020,2020,2021,Skog og trebruk,Prosjektet er en utvikling av programvare og produksjonsmetodikk knyttet til automatisert spesialproduksjon av våre produktløsninger.
8/28/2020,318528,GLOBAL HEALTH TECHNOLOGY AS,Utvikling av nytt patentert produkt for stomibukere,995446081,Rogaland,Stavanger,STAVANGER,NEI,NEI,,2020,2022,Helsenæringen,Erland AS har under utvikling et unikt og innovativt produkt for mennesker som lever med stomi. Den største utfordringen for de som lever med stomi er lekkasje og sår som oppstår på huden. Løsningen er patentert og er et sammenstilt produkt med multifunksjonelle egenskaper. Produktet vil inngå som et standardutstyr ved stomi.
8/28/2020,318529,ENGINEERING SYSTEMS AS,Once 360 SMB FoU,881312042,Agder,Kristiansand,KRISTIANSAND S,JA,NEI,10/15/2020,2020,2021,IKT-næringen,-
8/28/2020,318530,U-GO PRODUCTS AS,U-GO LEDSAGERBØYLE,922363242,Rogaland,Stavanger,STAVANGER,NEI,JA,9/24/2020,2020,2021,Helsenæringen,"U-GO PRODUCTS AS, stiftet 2019, er et selskap lokalisert i Stavanger som holder til på Samfunnssentralen på Eiganes. Selskapets bakgrunnshistorie tufter på gründer Marianne Hebnes sitt samfunnsengasjement og ønske om å inkludere personer med funksjonsnedsettelse.
Virksomheten driver utvikling og salg av produkter for synshemmede og brukere med gangvansker.

Målet med prosjektet er å utvikle U-GO Pioneer til U-GO 2.0, et ledsagerhåndtak for funksjonsnedsatte som tilpasses teknologi.

Den første versjonen av U-GO ledsagerbøyle ble lansert juni 2019, er validert og kommet på markedet som først kun var synshemmede, men nå er utvidet til funksjonsnedsatte/personer med gangvansker."
